Sample	SAMP000	SAMP001	SAMP002	SAMP003	SAMP004	SAMP005	SAMP006	SAMP007	SAMP008	SAMP009	SAMP010	SAMP011	SAMP012	SAMP013	SAMP014	SAMP015	SAMP016	SAMP017	SAMP018	SAMP019	SAMP020	SAMP021	SAMP022	SAMP023	SAMP024	SAMP025	SAMP026	SAMP027	SAMP028	SAMP029	SAMP030	SAMP031	SAMP032	SAMP033	SAMP034	SAMP035	SAMP036	SAMP037	SAMP038	SAMP039	SAMP040	SAMP041	SAMP042	SAMP043	SAMP044	SAMP045	SAMP046	SAMP047	SAMP048	SAMP049	SAMP100	SAMP101	SAMP102	SAMP103	SAMP104	SAMP105	SAMP106	SAMP107	SAMP108	SAMP109	SAMP110	SAMP111	SAMP112	SAMP113	SAMP114	SAMP115	SAMP116	SAMP117	SAMP118	SAMP119	SAMP120	SAMP121	SAMP122	SAMP123	SAMP124	SAMP125	SAMP126	SAMP127	SAMP128	SAMP129	SAMP130	SAMP131	SAMP132	SAMP133	SAMP134	SAMP135	SAMP136	SAMP137	SAMP138	SAMP139	SAMP140	SAMP141	SAMP142	SAMP143	SAMP144	SAMP145	SAMP146	SAMP147	SAMP148	SAMP149
FEAT0127	1426.188	3706.458	2013.938	1169.719	2633.136	710.254	2729.293	2204.027	1930.606	1564.059	1765.101	831.758	1696.306	1324.419	1545.407	1936.098	2410.538	2101.049	1927.177	2268.162	1852.753	2137.723	2539.655	2262.575	2427.43	2049.385	2060.893	1656.005	1959.016	1798.369	1307.058	1315.069	412.029	1607.943	1250.425	1292.031	2167.863	1728.172	1243.279	2884.773	2073.312	2025.926	2454.49	1697.621	1241.514	542.987	2229.269	2835.063	2040.801	858.22	1662.211	3079.186	2186.097	1274.91	1283.562	1545.821	2246.184	2811.757	1436.2	979.03	1725.288	2505.712	1887.523	2434.986	2035.099	958.291	1229.864	1245.963	1840.896	66.93	534.638	2158.197	3396.478	911.32	795.164	1601.877	2282.714	1238.117	2399.121	2783.832	2896.134	1541.349	280.634	362.516	3148.569	1953.263	1810.205	1539.836	1767.542	1952.457	2635.259	2615.488	2515.726	1459.723	2029.709	1372.594	1092.233	1937.424	2179.029	1756.728
FEAT0128	1793.961	1062.11	1274.5	2361.768	1509.396	2432.62	2302.162	1768.181	2134.095	2159.87	1764.988	2679.204	1452.755	492.268	2942.457	2126.544	1714.881	1000.046	1884.839	2637.119	1684.052	1933.977	2009.291	2218.005	1131.62	1117.985	2096.598	1356.297	1553.069	2233.975	1149.868	1925.103	1090.211	1876.544	1599.029	1149.41	1578.092	2029.715	1287.863	918.831	1643.018	1130.814	1626.541	1669.14	1723.519	1767.85	2330.585	1161.849	1256.39	1552.677	2024.077	1599.542	551.802	1148.822	2067.31	1380.266	2192.309	2128.781	1642.366	1070.333	2271.059	1227.316	1298.456	2133.25	2234.863	2302.204	2090.976	1208.052	1384.916	2290.988	1363.162	959.273	1584.216	2475.682	2723.77	2150.957	1559.502	1673.036	1457.323	803.208	1006.026	1862.618	2467.267	1435.447	1642.479	2587.395	1975.161	1688.417	2062.513	1115.152	2036.852	1856.508	1771.327	1825.461	1569.951	1621.784	1714.556	1457.126	1360.793	743.589
FEAT0129	516.035	180.288	335.351	353.419	541.521	228.925	369.542	478.114	584.493	297.636	458.072	233.297	433.979	269.088	257.891	275.085	663.252	242.9	426.934	506.818	18.912	441.335	646.825	186.205	550.399	313.539	346.064	319.822	651.99	189.935	241.168	344.79	606.279	111.951	540.189	544.812	466.927	161.141	575.04	515.056	429.921	401.28	346.09	75.015	723.958	370.689	597.836	573.623	431.478	366.846	387.936	313.502	381.664	368.142	268.329	253.851	311.062	327.67	644.287	332.034	190.477	324.981	695.767	401.575	493.988	197.379	522.054	126.284	257.169	120.467	283.918	391.027	404.691	615.857	280.218	390.193	575.401	606.209	425.463	443.45	447.798	346.32	480.373	69.576	721.958	509.221	493.819	317.845	535.878	399.255	506.374	742.226	240.311	443.169	286.037	473.408	377.883	546.091	321.381	507.804
FEAT0130	328.528	446.234	797.171	628.21	660.926	276.426	534.288	446.625	612.233	307.754	726.543	434.228	920.952	672.902	320.251	449.696	539.277	346.813	525.928	528.484	436.623	627.042	444.175	300.339	427.641	410.773	332.39	147.167	446.795	482.992	410.902	710.772	335.538	449.925	306.42	560.034	293.179	587.851	306.763	203.14	512.289	501.264	413.475	354.663	693.949	457.169	368.625	466.49	487.044	344.225	501.578	191.97	691.677	543.489	237.317	335.59	291.684	645.906	262.072	402.046	394.223	475.624	356.42	464.901	318.809	387.496	552.144	459.742	326.138	403.947	394.423	488.204	648.824	280.493	475.18	577.662	301.096	630.827	329.178	590.805	418.968	557.569	612.601	434.231	472.818	533.751	459.572	502.068	521.823	693.456	448.343	247.462	425.885	178.233	358.379	323.502	559.432	323.79	505.671	548.693
FEAT0131	1165.507	2718.295	1335.911	2024.908	648.87	1298.211	2430.375	1360.265	1279.023	1406.593	2125.081	1241.699	381.201	1758.241	2031.628	936.907	1123.029	1638.37	972.016	1233.687	1897.963	2130.114	808.432	1201.121	1403.391	1657.961	1361.978	936.507	2620.446	1052.44	601.188	2323.837	1001.048	1443.313	1336.422	870.029	893.184	2294.336	883.783	141.067	2894.127	2085.258	1858.313	1422.429	1615.367	1844.522	1714.464	2032.096	1899.074	1821.509	1006.385	1434.604	1602.155	1029.757	1768.421	1188.624	1008.437	1430.549	1670.073	278.013	2541.406	1460.34	1031.147	1914.912	1301.773	1162.944	2074.755	855.878	1094.905	810.623	396.556	821.361	1821.259	1779.585	1526.255	1075.621	1628.318	1085.172	1879.673	809.755	2190.05	1292.784	1928.125	1545.29	1167.593	1588.872	1080.114	1659.375	952.352	1167.529	2556.141	1063.479	1331.405	1530.739	842.326	1005.511	1806.186	1321.929	2114.895	1436.768
FEAT0132	345.031	645.106	987.193	591.789	519.41	586.499	819.949	733.467	677.598	17.112	704.062	774.99	782.824	521.158	738.5	888.908	254.759	684.739	589.815	455.02	375.489	776.622	352.713	353.225	458.45	564.792	755.119	561.074	373.4	502.921	292.709	514.919	628.38	909.258	419.296	271.415	448.332	434.858	584.575	480.601	932.286	776.194	548.17	569.753	568.299	551.951	424.263	441.216	371.758	177.123	686.264	53.667	553.062	490.622	546.211	418.684	760.654	646.953	485.06	419.378	599.324	886.954	746.716	281.208	511.98	397.337	613.266	771.7	561.211	353.877	671.337	725.753	427.352	499.415	785.901	545.801	374.105	664.66	523.683	645.181	473.434	386.778	527.601	386.368	672.422	477.304	756.349	607.885	214.353	488.833	413.806	399.21	573.305	572.179	659.589	700.381	834.305	338.687	403.942	618.742
FEAT0133	708.467	1484.382	1146.716	1242.795	760.087	702.38	844.158	459.281	987.672	1315.438	539.647	1041.826	1396.475	354.402	48.63	969.266	1040.919	290.479	907.56	113.648	234.674	821.947	991.158	1134.448	1155.227	547.132	891.947	721.393	1005.644	1081.754	906.425	892.844	1716.816	736.902	483.809	1437.041	1205.053	545.192	818.811	1091.905	1000.992	1339.655	951.313	367.096	2068.76	149.694	502.574	909.709	472.531	651.246	1614.937	595.27	805.16	528.889	323.562	884.875	1062.54	994.119	656.825	1222.576	224.976	877.339	1119.837	532.878	895.17	615.869	673.282	1199.299	907.075	1202.441	1240.42	665.744	634.323	558.516	748.115	1565.707	1384.511	914.279	1899.433	1386.706	1649.499	943.682	866.331	1660.8	1075.811	923.256	1335.268	1058.323	1350.551	369.407	547.382	562.771	413.737	763.844	1161.298	733.514	41.426	714.64	388.53	1039.096
FEAT0134	460.071	457.203	302.727	339.948	442.481	609.133	419.547	844.859	495.797	761.708	900.899	553.624	355.296	292.566	847.729	237.574	297.92	561.293	348.752	708.657	442.869	276.769	536.809	777.34	435.452	748.598	817.25	581.579	698.905	983.706	739.469	611.7	1125.743	870.132	677.53	225.186	624.808	703.088	317.616	862.06	146.739	691.749	981.541	595.848	633.369	290.472	535.8	592.141	353.645	892.989	343.908	855.111	502.02	543.147	601.748	574.139	690.021	313.144	994.617	269.79	355.858	590.718	662.763	701.069	538.101	784.448	436.52	120.532	785.705	575.199	458.288	785.229	907.823	454.03	777.933	671.176	532.652	420.661	1039.094	1003.226	358.478	351.508	257.705	630.243	469.537	39.754	840.22	290.047	458.31	616.681	542.85	362.825	21.595	752.677	688.618	587.611	580.646	433.156	725.124	569.267
FEAT0135	1959.269	1716.819	924.875	2075.499	2254.676	1299.804	2029.072	2432.892	1601.291	2469.92	2276.056	1107.322	1755.721	2101.377	2886.994	2069.317	1152.438	1979.552	2100.234	1710.164	838.163	1025.955	2263.504	792.001	1869.878	2083.487	1792.281	1967.27	1084.074	2395.385	1655.156	1281.698	1505.272	2214.859	1504.219	2434.825	878.084	1965.669	1732.678	2529.588	925.414	1303.3	3095.592	2095.183	1770.405	1536.509	1857.239	2231.103	1195.529	923.493	2140.916	1781.071	2041.104	1939.528	1934.356	1076.7	1779.035	1203.317	2040.751	1392.689	871.907	1575.033	1573	1410.976	1461.773	2659.596	1937.084	2190.283	1623.777	1777.701	1901.473	2160.56	2494.74	1075.487	1292.323	1969.984	1753.767	1166.002	2282.227	1356.548	2034.501	2648.174	2307.259	1729.635	2754.933	1701.882	680.026	1036.171	2664.084	1220.049	1185.73	1233.783	1628.323	2564.178	2271.531	2067.487	2231.283	2861.783	1967.195	2523.241
FEAT0136	270.892	418.221	13.969	550.85	337.275	491.962	484.37	480.337	495.79	119.419	200.373	469.713	74.504	353.342	565.908	86.744	207.63	394.782	548.832	332.636	182.278	220.213	461.154	453.009	380.956	553.896	372.079	519.351	394.38	576.627	272.116	21.712	28.148	330.98	90.371	151.524	470.45	132.317	2.688	179.607	311.043	317.441	595.112	305.868	246.095	304.671	470.64	240.402	160.626	575.694	268.004	572.191	301.553	452.238	381.2	337.172	605.041	141.597	29.071	438.976	607.663	450.582	271.001	397.123	456.929	313.195	111.003	500.312	304.282	91.495	538.319	523.635	283.055	209.766	540.802	349.673	543.1	131.587	65.535	9.245	53.813	226.122	551.196	614.733	320.782	47.998	496.79	281.765	96.288	351.387	379.025	140.414	500.788	291.329	581.857	30.279	390.918	327.704	499.453	42.788
FEAT0137	1230.921	1788.218	1226.111	1581.954	1832.781	2326.335	1549.224	2510.604	1616.795	895.507	1443.653	1570.993	891.887	1047.672	2439.356	2410.543	2011.308	1212.692	1432.622	1483.136	550.848	1349.302	2066.685	2589.973	1977.9	1691.578	389.084	2217.215	1360.646	697.68	2712.843	1941.799	941.973	1496.054	871.91	1384.036	1460.776	1289.31	2042.579	1611.005	2341.877	2585.058	1741.613	1736.558	2482.081	1918.509	1862.462	2028.553	1509.099	1462.518	1512.611	1948.103	1622.534	1326.009	1487.769	1066.899	2453.805	2082.482	1617.325	1451.007	1746.785	2231.397	1492.492	1930.106	1468.09	1379.702	2188.855	975.566	1823.55	1191.961	2451.022	2752.786	2326.331	1961.335	533.039	1511.551	1677.21	1832.932	1850.299	1643.915	223.079	2622.991	895.326	1587.61	1054.981	1638.581	1733.005	1048.98	1124.243	1077.528	1858.897	1586.326	2523.369	786.749	1710.659	2160.006	2185.506	2465.346	1398.826	1746.99
FEAT0138	331.777	652.313	185.003	487.854	342.445	566.165	521.432	765.816	461.769	469.564	360.116	793.773	378.144	447.773	630.705	623.607	434.841	666.447	691.828	1036.417	1042.827	705.153	429.119	602.308	605.114	570.216	811.32	851.847	563.641	729.088	718.699	811.308	395.974	295.562	654.99	623.788	417.821	614.82	380.376	550.438	428.274	605.596	579.467	418.372	756.512	589.144	704.592	818.904	684.928	660.79	769.055	500.839	371.369	596.271	937.799	263.71	279.721	321.737	748.14	161.711	676.459	704.191	478.855	1132.306	672.522	567.742	691.609	739.257	445.592	424.134	826.477	190.012	660.51	972.43	458.378	526.063	559.274	621.559	324.793	779.47	551.322	1016.851	791.407	788.737	665.668	555.066	848.39	263.282	213.642	387.183	584.103	502.798	688.089	451.794	339.942	301.972	637.136	451.064	527.185	592.758
FEAT0139	1568.669	1354.743	1374.046	653.178	644.672	785.045	1252.363	1159.919	1473.233	1239.724	916.058	1817.747	1291.767	1096.909	1021.657	716.249	1052.155	568.549	1465.256	1367.447	1169.451	1739.196	1014.474	1347.575	1435.461	1330.809	1129.878	1694.111	842.731	959.001	1752.228	1022.717	819.806	1197.245	859.175	951.467	1382.422	33.487	1497.762	1582.397	1054.947	1114.427	996.375	946.116	1092.345	1265.823	1346.862	1101.762	1629.133	1318.83	809.517	1269.995	842.734	1486.698	1438.234	1057.537	1434.13	1372.558	1364.613	1217.062	1053.438	1134.995	1618.442	1188.096	1697.596	1399.406	1242.834	613.925	795.738	1293.531	494.941	1216.802	1399.679	729.319	1222.161	1340.781	801.756	1222.192	1608.431	1391.039	714.47	861.839	1234.013	820.033	1327.201	931.893	1489.256	1591.056	1449.171	1545.449	945.482	1697.362	1384.271	894.585	739.715	1079.547	412.284	1432.992	1099.502	NA
FEAT0140	2432.392	1437.276	1437.005	3271.719	1563.88	3448.762	1410.29	1009.816	1642.973	1932.671	2060.057	1828.717	1723.357	1310.596	1693.482	2399.923	1388.155	1859.69	2062.351	1882.5	2946.469	1623.943	1500.016	2142.784	817.066	2554.161	2369.472	2233.309	2574.559	389.861	1327.536	2073.996	2189.11	2329.196	2004.121	1506.574	2185.496	777.664	503.318	1396.813	1175.228	2584.403	722.384	1304.154	3420.148	949.64	1237.445	1615.806	3901.977	3584.098	2314.584	307.427	1428.214	2365.594	1766.691	748.023	2492.648	1514.348	1326.327	2685.121	2187.861	1798.885	3301.506	3730.494	1068.944	1839.596	1153.858	2995.885	2261.986	1298.939	2415.718	1132.627	934.413	1097.4	1474.219	2324.717	2660.039	1556.363	2014.587	2328.1	1626.491	1639.679	1285.812	2160.376	2547.481	1462.621	2495.104	872.955	3163.73	2181.779	1848.58	1278.849	1788.013	2481.928	1419.03	1400.42	3625.893	1023.697	1653.57	1785.25
FEAT0141	1288.45	1049.816	1508.275	1655.92	1955.772	2308.489	1133.964	2630.662	2037.947	1631.682	2691.889	1737.401	2092.414	2137.615	2835.53	1266.784	1496.766	1270.096	1326.787	1767.408	1429.524	2148.906	2303.356	1533.004	1780.852	2040.551	2408.595	1552.856	2575.863	1620.074	1605.648	797.171	1733.639	1998.542	796.726	1802.037	2022.08	2384.155	2106.628	1887.276	1634.823	2140.292	1254.495	1020.181	1441.815	1011.178	2440.321	1569.609	1526.255	2040.898	1606.976	1233.081	1090.47	1279.328	2260.249	958.996	982.476	2388.196	896.43	1944.548	1741.378	1120.535	2279.236	1548.676	3363.94	1253.694	1563.798	1832.904	1937.32	1430.343	1453.055	1773.726	1253.482	1225.815	1242.21	1697.805	1139.877	1769.85	1798.841	1704.11	1099.63	2393.841	1558.332	537.489	1413.994	2434.627	2719.832	1697.725	2381.366	1274.231	704.368	2379.699	1703.81	1852.913	2012.655	2077.457	1010.716	2357.295	266.535	2038.031
FEAT0142	709.62	440.942	1106.557	256.753	825.787	1040.049	920.357	478.154	591.735	363.277	933.683	834.435	411.813	882.655	735.003	664.4	401.889	864.227	665.488	940.587	496.108	906.15	861.026	802.358	746.349	620.466	427.527	544.685	529.01	606.784	818.927	531.397	805.064	815.584	860.089	883.611	554.887	869.854	497.451	575.757	594.991	522.909	669.835	552.455	1031.276	685.072	562.808	618.647	733.784	756.878	774.334	728.769	576.606	579.845	742.652	719.953	850.05	573.968	598.887	589.051	489.734	452.779	504.605	535.765	665.37	614.605	1065.582	844.146	605.48	564.971	382.352	639.289	801.104	990.005	551.576	520.268	620.395	748.424	790.028	626.788	497.343	740.544	494.085	636.947	650.102	876.453	885.363	919.768	730.102	604.618	848.256	1052.043	926.65	806.341	330.134	503.725	432.314	651.221	1268.255	912.326
FEAT0143	1147.14	1309.364	901.822	172.949	1021.822	1448.75	478.744	821.775	1129.82	390.249	1079.07	1276.956	1206.299	1035.815	730.2	1203.744	532.12	1707.374	934.999	989.159	1043.782	1096.168	1373.016	843.925	683.684	747.49	1227.064	1246.474	1735.174	914.428	1291.923	750.958	1327.016	292.178	1152.312	1257.661	425.09	970.061	1174.128	145.555	786.884	665.56	38.815	238.681	578.157	936.92	1135.134	936.045	1102.119	307.046	962.727	926.31	767.299	1254.88	912.492	1302.793	994.029	972.208	788.754	1085.996	1103.868	1039.269	1156.37	1402.218	1000.296	1876.84	1106.357	1522.696	894.933	435.203	666.814	1780.201	698.342	960.524	957.634	677.648	117.031	509.901	629.659	1253.647	730.638	782.145	913.737	522.279	499.88	836.983	1281.589	1086.217	914.206	780.593	1006.462	1209.34	949.651	898.3	748.97	829.323	1778.505	1179.554	868.347	1147.98
FEAT0144	488.565	1477.441	1413.36	2162.658	1532.315	871.165	1605.591	947.939	1207.474	804.925	1154.552	1862.651	1433.497	763.908	1251.083	1577.317	1699.201	1094.2	822.924	1519.013	1206.628	2082.656	1301.14	1222.072	1776.924	2227.037	1127.203	1152.143	1106.872	656.724	471.232	1496.194	1176.307	1914.825	1752.04	917.245	1250.275	1945.07	887.005	1016.534	1223.421	1148.207	1054.724	1386.697	1604.31	843.316	1406.209	920.694	318.862	1587.074	1613.453	758.131	1370.636	1801.406	1855.425	1854.745	1662.377	1248.089	1615.772	1229.203	1502.59	1252.841	1249.976	1667.772	2522.288	1027.505	1223.291	1269.286	1926.227	618.458	1481.172	1914.786	857.87	1138.966	2306.031	1140.101	1386.601	1442.28	835.019	1451.278	2431.151	775.299	1680.595	45.879	716.201	1958.284	1548.361	1679.983	1774.774	1341.443	1061.557	2101.709	1974.007	1915.61	1538.53	539.976	2405.882	1444.693	2563.089	NA
FEAT0145	271.903	289.06	293.432	124.707	371.072	310.996	359.753	161.269	317.95	312.376	73.348	118.167	306.288	301.296	332.343	374.113	164.563	267.411	318.506	211.102	251.714	193.878	329.372	347.355	425.655	216.141	113.858	421.038	423.345	298.924	433.292	223.362	250.882	470.072	134.124	394.522	377.747	384.536	75.392	173.16	161.194	407.12	290.29	153.865	565.394	217.024	291.011	144.466	273.2	355.149	508.409	505.712	257.631	219.024	299.726	270.408	227.392	273.509	235.165	391.615	184.839	11.56	350.161	144.816	193.076	355.712	352.652	351.583	250.58	436.55	273.323	490.339	614.131	262.223	522.849	306.754	239.741	263.243	243.28	178.767	306.082	379.424	237.42	127.801	233.831	573.746	424.47	265.225	211.24	234.537	343.85	374.522	349.87	320.42	214.795	276.545	108.333	370.932	327.561	332.928
FEAT0146	228.47	358.913	106.639	314.641	NA	204.243	148.865	288.652	280.442	64.572	299.199	337.012	18.891	264.243	189.543	83.981	186.39	113.781	252.84	249.91	397.219	373.434	342.146	198.274	438.339	344.164	118.771	268.751	272.573	149.459	298.34	401.695	370.43	154.558	345.787	218.255	429.876	410.392	151.17	61.178	349.002	317.267	369.527	381.288	8.357	410.895	442.598	303.361	43.495	2.858	73.093	294.239	367.771	337.047	155.632	274.491	214.566	76.363	417.87	289.02	114.972	328.782	385.754	280.943	334.459	165.682	126.169	437.652	121.693	443.079	236.909	331.113	120.734	191.026	77.978	368.191	137.37	150.268	297.57	151.582	178.569	93.539	391.163	102.277	420.345	194.999	232.317	200.265	360.773	102.891	319.86	444.313	131.161	42.734	362.78	293.566	385.301	377.15	250.017	379.496
FEAT0147	1243.121	2262.487	912.029	733.046	1114.353	1310.949	1602.019	1006.88	926.222	1031.87	623.55	1310.943	1476.698	665.531	1511.76	1253.443	1053.628	1446.624	1031.828	184.974	1176.649	838.204	1028.466	907.923	2263.678	39.271	1148.403	1674.819	1407.692	606.267	1261.913	1301.249	1488.301	1373.306	870.28	854.787	1115.893	704.234	1677.269	1758.951	928.538	1520.63	1378.207	1119.235	811.091	1611.23	896.484	1526.318	1790.008	1271.349	876.494	804.645	1424.162	1147.42	1332.591	953.798	1373.769	756.872	1383.385	1848.383	1479.05	1074.917	1514.241	1273.029	874.5	1160.207	1329.037	915.845	1229.136	990.741	1447.499	72.696	817.39	1415.778	1090.213	977.852	749.541	799.015	545.271	1572.457	1070.786	1624.152	1008.267	2063.877	1639.059	1683.107	1004.579	953.774	1594.332	965.911	600.476	1530.155	1610.722	1402.949	636.395	803.711	1332.652	1451.436	485.066	1865.542
FEAT0148	394.469	490.647	418.798	236.214	173.329	126.615	230.665	318.176	447.359	319.12	312.042	357.454	308.73	329.517	252.131	389.111	290.318	312.273	272.671	277.432	290.362	515.114	503.16	283.82	284.21	101.051	204.054	179.441	303.098	139.919	164.808	309.679	125.454	298.246	386.993	229.047	438.724	442.807	312.587	370.143	582.715	415.165	325.411	472.605	198.229	395.419	319.266	268.44	294.564	267.333	282.946	342.931	368.43	388.216	239.37	168.223	310.459	574.38	390.843	284.176	243.558	451.405	365.288	179.74	377.087	214.027	335.776	419.518	334.503	558.87	169.953	340.793	166.078	484.328	246.329	165.818	265.185	262.843	483.632	348.256	371.24	314.794	231.646	462.82	257.872	333.232	144.405	314.328	394.349	376.472	380.307	455.441	297.332	359.199	183.445	336.591	385.013	363.922	180.294	112.726
FEAT0149	1937.59	666.178	1068.616	1586.144	109.103	535.964	858.148	1627.77	1368.233	23.588	1636.372	1110.572	460.292	738.328	1517.02	924.846	1696.86	1960.92	1941.535	1503.217	1060.394	290.282	252.58	1457.091	1543.316	459.444	377.855	14.267	1717.242	1293.611	1694.017	1782.36	596.382	519.947	1476.093	1497.074	972.29	1530.087	323.301	1693.924	226.068	270.93	367.087	1552.727	1907.803	1967.822	877.513	1733.018	586.779	1805.973	1392.107	527.145	1419.694	1926.003	349.978	1670.756	1670.088	362.35	1299.384	1504.086	1771.437	1515.641	1557.14	675.29	1450.504	1929.03	1628.596	1363.323	837.455	1033.558	1603.288	571.197	1795.093	332.962	1376.973	108.265	333.075	1293.73	1702.802	647.928	1849.132	1907.28	1108.037	1503.053	295.766	1170.792	762.603	804.27	767.928	1020.413	885.996	1453.715	346.005	367.004	164.888	1688.419	946.274	746.392	143.455	566.955
FEAT0150	2033.552	2497.147	3235.419	2731.901	1601.448	1912.114	1223.695	2648.123	484.236	1109.941	886.042	2099.286	1303.844	1776.072	1724.453	4010.167	1821.774	3473.86	2265.378	1697.064	2545.076	2381.766	1824.321	3440.087	1966.549	2484.424	2538.454	2941.252	3577.734	1043.797	1652.569	3890.457	2384.934	3217.483	2450.332	1957.762	1036.69	2867.601	3638.523	1604.174	2190.015	2078.245	1846.641	1940.338	1876.51	1494.613	1885.322	2532.709	2520.881	2329.201	663.261	1134.332	1675.854	1899.998	1121.036	2296.136	966.703	2982.591	1507.64	2226.71	2084.303	1733.699	602.833	1439.911	1377.668	3277.863	2083.93	1003.079	1280.934	3801.318	1701.057	1114.932	2040.086	2343.558	3097.737	2105.56	1906.088	1026.923	4059.72	2751.576	1814.273	2423.821	1988.334	2897.015	3240.719	1015.156	1756.905	1437.501	1478.039	1697.771	777.631	1754.724	1049.3	2848.808	1456.829	2664.354	2124.05	1630.921	1591.05	3159.091
FEAT0151	363.05	1465.876	1246.142	552.564	1181.629	855.493	532.124	1288.65	1698.226	1503.955	800.233	1476.779	36.386	775.935	1574.664	684.331	1659.847	1380.386	823.943	1475.002	867	526.627	1397.049	1246.028	525.549	1177.002	1108.807	981.82	1000.084	1572.048	965.829	1576.989	857.308	1467.374	848.002	758.349	950.77	1273.12	591.303	1212.816	1045.349	710.49	965.224	701.009	934.554	1015.997	895.9	782.535	976.734	789.373	1245.886	700.362	676.297	991.306	1355.568	1027.668	1290.661	731.269	570.65	760.756	663.633	1350.176	774.119	640.758	1490.056	1031.272	917.225	874.363	976.756	208.374	1050.261	1498.536	1191.079	1155.557	639.144	1743.718	761.601	1148.287	1047.251	1574.903	1186.146	143.742	1231.087	919.915	1219.018	911.085	606.369	2188.01	1110.667	1161.332	958.098	1286.579	603.231	995.633	844.935	881.285	1309.778	824.479	1598.041	873.85
FEAT0152	435.089	177.078	775.073	479.403	262.181	94.744	590.146	637.843	50.159	160.627	150.227	537.42	497.506	729.177	24.143	420.713	590.5	678.547	394.929	514.14	188.735	366.302	29.468	226.078	67.888	262.168	730.115	563.373	30.366	82.696	350.124	622.824	661.364	181.249	629.096	288.92	147.678	846.175	589.137	613.744	374.512	83.416	598.815	788.926	589.196	753.343	824.122	597.773	201.748	734.814	315.564	292.15	279.795	797.259	159.185	452.606	93.346	778.806	594.871	513.782	94.478	347.71	670.597	488.013	276.342	303.717	46.137	265.671	365.998	5.063	467.16	140.483	89.346	400.596	126.503	371.451	265.352	75.494	309.4	784.628	268.076	164.274	520.392	333.382	193.105	184.516	531.156	139.467	777.524	204.646	363.372	721.69	277.447	262.418	696.22	402.723	336.477	593.662	494.98	NA
FEAT0153	719.196	869.408	726.142	841.645	796.707	360.805	507.852	632.467	533.232	1083.883	758.548	592.931	363.836	765.418	513.89	270.262	650.256	581.252	838.806	758.327	723.872	566.148	951.707	576.651	549.186	972.022	748.572	453.967	594.589	375.024	642.043	539.819	221.64	398.352	822.369	379.373	881.17	713.411	592.367	971.356	667.173	1102.427	456.192	350.846	644.151	723.694	1030.174	1079.374	785.597	275.508	147.162	489.352	705.477	949.069	456.31	530.938	894.733	682.754	823.932	587.834	732.695	572.54	640.354	753.635	735.128	696.436	746.767	724.487	793.461	283.196	771.498	625.318	611.853	809.866	529.365	240.326	827.644	815.558	411.364	559.798	1130.642	708.558	584.89	798.231	646.099	544.073	819.061	738.927	422.682	742.401	780.348	637.191	1288.759	998.47	476.819	968.343	668.898	577.585	599.101	598.118
FEAT0154	3193.536	1160.676	1463.734	1165.486	1122.464	1756.6	3406.725	2305.723	2567.445	2804.033	2832.718	3015.3	1564.428	644.294	1841.069	2058.885	2066.503	1516.5	2417.133	1203.5	1848.925	2650.156	1982.888	1849.353	1453.182	3538.67	1764.014	2276.479	2592.288	1684.127	2199.844	1196.022	2159.479	3068.703	1494.314	2780.062	1832.336	1594.026	2580.557	931.73	1289.615	2688.842	935.389	1571.549	829.396	922.256	1097.082	1271.048	2184.461	2299.937	2612.274	1537.447	1038.776	2529.41	710.515	2307.497	1930.135	2583.985	2830.326	2669.003	2237.889	1548.969	2712.427	1430.536	716.952	1340.539	910.857	1891.21	1663.401	2263.872	1913.323	1406.653	1161.323	1890.077	1776.687	2108.244	1780.277	1912.706	953.361	1869.732	2173.202	3254.592	341.155	1316.863	219.473	1029.486	832.535	1623.699	1014.561	1687.497	1695.015	2239.508	1065.63	3391.544	2350.373	801.073	1166.673	1838.936	874.973	1700.31
FEAT0155	1028.579	732.015	77.56	205.785	1038.24	1224.909	590.752	120.837	1171.811	584.145	1145.361	165.387	27.97	1054.975	240.605	993.352	846.247	936.931	339.317	1124.514	1227.229	826.384	533.815	614.44	1155.149	23.609	1086.724	1155.603	739.071	1066.382	1023.632	609.979	887.632	540.609	1353.888	245.34	332.707	718.375	504.766	801.043	786.389	773.807	992.097	502.6	364.973	637.885	865.117	1241.107	261.358	1117.354	200.468	215.099	1220.895	907.413	943.825	1363.834	1379.157	186.695	1186.744	1126.16	1218.302	222.535	291.253	1326.114	1103.424	960.027	1102.388	161.403	864.854	962.604	143.304	1054.559	169.308	902.924	216.421	1313.752	874.231	838.366	1299.818	506.078	720.396	1265.164	579.691	995.788	280.577	368.699	998.717	1080.511	511.769	894.598	13.507	94.807	908.076	1010.2	368.498	392.508	1307.97	552.698	1147.867	781.81
